evidence_group,source_table,source_scope,case,policy_or_baseline,engine,max_tasks,fault_edges,fault_windows,node_capacities,merge_groups,merge_capacity,merge_headway_seconds,planned_count,unplanned_count,post_shield_conflicts,mean_travel_time,p95_travel_time,decision_count,elapsed_seconds,elapsed_ci95_seconds,repeat_count,hardware,decisions_per_second,cpp_decision_speedup,python_planned,cpp_planned,python_decisions,cpp_decisions,python_conflicts,cpp_conflicts,summary_parity_pass,trace_parity_pass,strict_parity_pass,parity_rows,pass_rows,safety_pass,notes
matched_baseline_runtime,outputs/tables/phase9_matched_runtime_scaling.csv,repeated local timing for every Phase9 matched baseline family row,legacy_offset64_repair32,edge_score_event,python_cpp,32,none,"28->47@[0.000,12000.000)",none,none,1,0.0,15,17,0,64.800000,,323,0.066690,0.008639,3,"Windows-10-10.0.26200-SP0; machine=AMD64; cpu_count=22; processor=Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",4843.27,3.195143,15,15,323,323,0,0,True,,True,,,True,Repeated 3x matched timing row with local hardware metadata and 95% CI.
matched_baseline_runtime,outputs/tables/phase9_matched_runtime_scaling.csv,repeated local timing for every Phase9 matched baseline family row,legacy_offset64_repair32,fallback_event,python_cpp,32,none,"28->47@[0.000,12000.000)",none,none,1,0.0,13,19,0,61.769231,,321,0.070375,0.022678,3,"Windows-10-10.0.26200-SP0; machine=AMD64; cpu_count=22; processor=Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",4561.27,1.286551,13,13,321,321,0,0,True,,True,,,True,Repeated 3x matched timing row with local hardware metadata and 95% CI.
matched_baseline_runtime,outputs/tables/phase9_matched_runtime_scaling.csv,repeated local timing for every Phase9 matched baseline family row,legacy_offset64_merge32,rolling_horizon_sipp,python_cpp,32,none,none,none,13->23:9;18->22:9,1,0.0,32,0,0,96.426408,,32,0.097435,0.017881,3,"Windows-10-10.0.26200-SP0; machine=AMD64; cpu_count=22; processor=Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",328.43,0.344351,32,32,32,32,0,0,True,,True,,,True,Repeated 3x matched timing row with local hardware metadata and 95% CI.
matched_baseline_runtime,outputs/tables/phase9_matched_runtime_scaling.csv,repeated local timing for every Phase9 matched baseline family row,legacy_offset64_merge32,periodic_replanning_sipp,python_cpp,32,none,none,none,13->23:9;18->22:9,1,0.0,32,0,0,127.565807,,260,0.533252,0.108590,3,"Windows-10-10.0.26200-SP0; machine=AMD64; cpu_count=22; processor=Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",487.57,0.348144,32,32,260,260,0,0,True,,True,,,True,Repeated 3x matched timing row with local hardware metadata and 95% CI.
matched_baseline_runtime,outputs/tables/phase9_matched_runtime_scaling.csv,repeated local timing for every Phase9 matched baseline family row,legacy_offset64_merge32,pibt_active_bag_replay,python_cpp,32,none,none,none,13->23:9;18->22:9,1,0.0,14,18,0,723.596119,,27600,8.687420,0.235647,3,"Windows-10-10.0.26200-SP0; machine=AMD64; cpu_count=22; processor=Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",3177.01,1.022966,14,14,27600,27600,0,0,True,,True,,,True,Repeated 3x matched timing row with local hardware metadata and 95% CI.
matched_baseline_runtime,outputs/tables/phase9_matched_runtime_scaling.csv,repeated local timing for every Phase9 matched baseline family row,legacy_offset64_merge32,edge_score_event,python_cpp,32,none,none,none,13->23:9;18->22:9,1,0.0,14,18,0,65.457143,,332,0.068428,0.010076,3,"Windows-10-10.0.26200-SP0; machine=AMD64; cpu_count=22; processor=Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",4851.80,3.227028,14,14,332,332,0,0,True,,True,,,True,Repeated 3x matched timing row with local hardware metadata and 95% CI.
matched_baseline_runtime,outputs/tables/phase9_matched_runtime_scaling.csv,repeated local timing for every Phase9 matched baseline family row,legacy_offset64_merge32,fallback_event,python_cpp,32,none,none,none,13->23:9;18->22:9,1,0.0,13,19,0,62.953846,,334,0.060767,0.004428,3,"Windows-10-10.0.26200-SP0; machine=AMD64; cpu_count=22; processor=Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",5496.40,1.606867,13,13,334,334,0,0,True,,True,,,True,Repeated 3x matched timing row with local hardware metadata and 95% CI.
baseline_family_parity_summary,outputs/tables/phase2_cpp_sipp_parity.csv,aggregated Python/C++ parity gate,ALL,sipp_planner,python_cpp,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,11,11,True,Uses `parity_pass` across all rows in the source table.
baseline_family_parity_summary,outputs/tables/phase2_cpp_rolling_horizon_parity.csv,aggregated Python/C++ parity gate,ALL,rolling_horizon_sipp,python_cpp,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,13,13,True,Uses `parity_pass` across all rows in the source table.
baseline_family_parity_summary,outputs/tables/phase2_periodic_replanning_parity.csv,aggregated Python/C++ parity gate,ALL,periodic_replanning_sipp,python_cpp,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,9,9,True,Uses `parity_pass` across all rows in the source table.
baseline_family_parity_summary,outputs/tables/phase2_pibt_active_bag_replay_parity.csv,aggregated Python/C++ parity gate,ALL,pibt_active_bag_replay,python_cpp,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,7,7,True,Uses `parity_pass` across all rows in the source table.
baseline_family_parity_summary,outputs/tables/phase8_native_cpp_event_parity.csv,aggregated Python/C++ parity gate,ALL,phase8_synthetic_event_scheduler,python_cpp,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,10,10,True,Uses `strict_parity_pass` across all rows in the source table.
baseline_family_parity_summary,outputs/tables/phase8_native_cpp_randomized_parity.csv,aggregated Python/C++ parity gate,ALL,phase8_randomized_synthetic,python_cpp,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,5,5,True,Uses `strict_parity_pass` across all rows in the source table.
baseline_family_parity_summary,outputs/tables/phase8_legacy_event_parity.csv,aggregated Python/C++ parity gate,ALL,phase8_legacy_event_scheduler,python_cpp,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,6,6,True,Uses `strict_parity_pass` across all rows in the source table.
baseline_family_parity_summary,outputs/tables/phase9_matched_baseline_comparison.csv,aggregated Python/C++ parity gate,ALL,phase9_matched_baseline_comparison,python_cpp,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,30,30,True,Uses `parity_pass` across all rows in the source table.
baseline_family_parity_summary,outputs/tables/phase9_event_runtime_scaling.csv,aggregated Python/C++ parity gate,ALL,phase9_runtime_scaling,python_cpp,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,8,8,True,Uses `summary_parity_pass` across all rows in the source table.
baseline_family_parity_summary,outputs/tables/phase9_matched_runtime_scaling.csv,aggregated Python/C++ parity gate,ALL,phase9_matched_runtime_scaling,python_cpp,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,30,30,True,Uses `parity_pass` across all rows in the source table.
baseline_family_parity_summary,outputs/tables/phase9_dense_pibt_stress_sweep.csv,aggregated Python/C++ parity gate,ALL,phase9_dense_pibt_stress_sweep,python_cpp,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,12,12,True,Uses `parity_pass` across all rows in the source table.
baseline_family_parity_summary,outputs/tables/phase9_random_topology_pibt_stress_sweep.csv,aggregated Python/C++ parity gate,ALL,phase9_random_topology_pibt_stress_sweep,python_cpp,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,6,6,True,Uses `parity_pass` across all rows in the source table.
